species_id,common_name,scientific_name,family,covered,coverage_tier,primary_source,source_scope,source_recording_id,source_url,audio_url,license_name,license_url,quality,recordist,sound_type,commercial_allowed,derivatives_allowed,requires_share_alike,manual_qc_required,confidence,notes,candidate_count
486,Anhinga,Anhinga anhinga,Darters (Anhingidae),yes,strict_safe_public_domain,National Park Service,official public-domain page,,https://www.nps.gov/subjects/sound/gallery.htm,,Public domain / NPS credit requested,https://www.nps.gov/subjects/sound/gallery.htm,official,National Park Service,bird sound,yes,yes,no,no,high,Official NPS public-domain sound listing; exact/common-name normalized match.,1
957,Anianiau,Magumma parva,Fringilline and Cardueline Finches and Allies (Fringillidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 358831166 / sound 1930176,https://www.inaturalist.org/observations/358831166,https://static.inaturalist.org/sounds/1930176.mp3?1778045619,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Damien Wallace, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,1
172,Anna's Hummingbird,Calypte anna,Hummingbirds (Trochilidae),yes,strict_safe_ab,xeno-canto,americas,XC157666,https://xeno-canto.org/157666,https://xeno-canto.org/157666/download,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,A,Bushman,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,6
144,Antillean Nighthawk,Chordeiles gundlachii,Goatsuckers (Caprimulgidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 279598018 / sound 1449516,https://www.inaturalist.org/observations/279598018,https://static.inaturalist.org/sounds/1449516.m4a?1746752711,CC0,https://creativecommons.org/publicdomain/zero/1.0/,research-grade,no rights reserved,bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,3
161,Antillean Palm Swift (Palm-Swift),Tachornis phoenicobia,Swifts (Apodidae),no,missing,,,,,,,,,,,,,,,,,0
942,Apapane,Himatione sanguinea,Fringilline and Cardueline Finches and Allies (Fringillidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 358832287 / sound 1930187,https://www.inaturalist.org/observations/358832287,https://static.inaturalist.org/sounds/1930187.mp3?1778046069,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Damien Wallace, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,27
625,Aplomado Falcon,Falco femoralis,Caracaras and Falcons (Falconidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 97289398 / sound 313257,https://www.inaturalist.org/observations/97289398,https://static.inaturalist.org/sounds/313257.mp3?1633471266,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Pedro Henrique Maloso Ramos, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,1
400,Arctic Loon,Gavia arctica,Loons (Gaviidae),yes,strict_safe_any_quality,xeno-canto,global,XC803905,https://xeno-canto.org/803905,https://xeno-canto.org/803905/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,C,Grégoire Chauvot,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
355,Arctic Tern,Sterna paradisaea,"Gulls, Terns, and Skimmers (Laridae)",yes,strict_safe_ab,xeno-canto,americas,XC564600,https://xeno-canto.org/564600,https://xeno-canto.org/564600/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Doug Hynes,"alarm call, call, flight call",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
789,Arctic Warbler,Phylloscopus borealis,Leaf Warblers (Phylloscopidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 318018660 / sound 1654705,https://www.inaturalist.org/observations/318018660,https://static.inaturalist.org/sounds/1654705.wav?1759337048,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Sam Hambly, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,18
612,Arizona Woodpecker,Dryobates arizonae,Woodpeckers and Allies (Picidae),no,missing,,,,,,,,,,,,,,,,,0
653,Ash-throated Flycatcher,Myiarchus cinerascens,Tyrant Flycatchers (Tyrannidae),yes,strict_safe_ab,xeno-canto,americas,XC964190,https://xeno-canto.org/964190,https://xeno-canto.org/964190/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,steve,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
425,Ashy Storm-Petrel,Hydrobates homochroa,Northern Storm-Petrels (Hydrobatidae),no,missing,,,,,,,,,,,,,,,,,0
880,Asian Brown Flycatcher,Muscicapa dauurica,Old World Flycatchers (Muscicapidae),no,missing,,,,,,,,,,,,,,,,,0
969,Asian Rosy-Finch,Leucosticte arctoa,Fringilline and Cardueline Finches and Allies (Fringillidae),no,missing,,,,,,,,,,,,,,,,,0
332,Atlantic Puffin,Fratercula arctica,"Auks, Murres, and Puffins (Alcidae)",yes,strict_safe_any_quality,xeno-canto,americas,XC821150,https://xeno-canto.org/821150,https://xeno-canto.org/821150/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,C,Killian Sullivan,,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
404,Atlantic Yellow-nosed (Yellow-nosed) Albatross,Thalassarche chlororhynchos,Albatrosses (Diomedeidae),no,missing,,,,,,,,,,,,,,,,,0
1062,Audubon's Oriole,Icterus graduacauda,Blackbirds (Icteridae),yes,strict_safe_ab,xeno-canto,americas,XC406544,https://xeno-canto.org/406544,https://xeno-canto.org/406544/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Leonardo Guzman Hernandez,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
878,Aztec Thrush,Ridgwayia pinicola,Thrushes (Turdidae),no,missing,,,,,,,,,,,,,,,,,0
1007,Bachman's Sparrow,Peucaea aestivalis,Towhees and Sparrows (Passerellidae),yes,strict_safe_ab,xeno-canto,americas,XC1087240,https://xeno-canto.org/1087240,https://xeno-canto.org/1087240/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,steve,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,6
1081,"Bachman's Warbler (extinct, 1937)",Vermivora bachmanii,Wood-Warblers (Parulidae),no,missing,,,,,,,,,,,,,,,,,0
840,Bahama Mockingbird,Mimus gundlachii,Mockingbirds and Thrashers (Mimidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 108311952 / sound 368642,https://www.inaturalist.org/observations/108311952,https://static.inaturalist.org/sounds/368642.wav?1646933209,CC0,https://creativecommons.org/publicdomain/zero/1.0/,research-grade,no rights reserved,bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,2
767,Bahama Swallow,Tachycineta cyaneoviridis,Swallows (Hirundinidae),no,missing,,,,,,,,,,,,,,,,,0
171,Bahama Woodstar,Nesophlox evelynae,Hummingbirds (Trochilidae),no,missing,,,,,,,,,,,,,,,,,0
25,Baikal Teal,Sibirionetta formosa,"Ducks, Geese, and Swans (Anatidae)",no,missing,,,,,,,,,,,,,,,,,0
271,Baird's Sandpiper,Calidris bairdii,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_ab,xeno-canto,americas,XC613406,https://xeno-canto.org/613406,https://xeno-canto.org/613406/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Doug Hynes,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
1035,Baird's Sparrow,Centronyx bairdii,Towhees and Sparrows (Passerellidae),yes,strict_safe_ab,xeno-canto,americas,XC451070,https://xeno-canto.org/451070,https://xeno-canto.org/451070/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Justin Watts,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,3
540,Bald Eagle,Haliaeetus leucocephalus,"Hawks, Kites, Eagles, and Allies (Accipitridae)",yes,strict_safe_ab,xeno-canto,americas,XC1007532,https://xeno-canto.org/1007532,https://xeno-canto.org/1007532/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Doug Hynes,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
1063,Baltimore Oriole,Icterus galbula,Blackbirds (Icteridae),yes,strict_safe_ab,xeno-canto,americas,XC178046,https://xeno-canto.org/178046,https://xeno-canto.org/178046/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,5
1158,Bananaquit,Coereba flaveola,Tanagers and Allies (Thraupidae),yes,strict_safe_ab,xeno-canto,americas,XC1028063,https://xeno-canto.org/1028063,https://xeno-canto.org/1028063/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Gean Carlo Valdés,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,44
426,Band-rumped Storm-Petrel,Hydrobates castro,Northern Storm-Petrels (Hydrobatidae),no,missing,,,,,,,,,,,,,,,,,0
121,Band-tailed Pigeon,Patagioenas fasciata,Pigeons and Doves (Columbidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 286549951 / sound 1503019,https://www.inaturalist.org/observations/286549951,https://static.inaturalist.org/sounds/1503019.wav?1748962565,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Michael Thaibinh, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,16
765,Bank Swallow,Riparia riparia,Swallows (Hirundinidae),yes,strict_safe_ab,xeno-canto,americas,XC934153,https://xeno-canto.org/934153,https://xeno-canto.org/934153/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Doug Hynes,"call, song",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
249,Bar-tailed Godwit,Limosa lapponica,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_ab,xeno-canto,global,XC730620,https://xeno-canto.org/730620,https://xeno-canto.org/730620/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,B,Sonothèque ADVL,flight call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
500,Bare-throated Tiger-Heron,Tigrisoma mexicanum,"Bitterns, Herons, and Allies (Ardeidae)",yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 54120521 / sound 123985,https://www.inaturalist.org/observations/54120521,https://static.inaturalist.org/sounds/123985.wav?1595557218,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Hersson Ramírez, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,1
777,Barn Swallow,Hirundo rustica,Swallows (Hirundinidae),yes,strict_safe_ab,xeno-canto,americas,XC254488,https://xeno-canto.org/254488,https://xeno-canto.org/254488/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jonathon Jongsma,"call, song",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,4
13,Barnacle Goose,Branta leucopsis,"Ducks, Geese, and Swans (Anatidae)",yes,strict_safe_ab,xeno-canto,global,XC902154,https://xeno-canto.org/902154,https://xeno-canto.org/902154/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jochem verweij,"flight call, Wingbeats",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,7
473,Barolo Shearwater,Puffinus baroli,Shearwaters and Petrels (Procellariidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 108288949 / sound 368396,https://www.inaturalist.org/observations/108288949,https://static.inaturalist.org/sounds/368396.mp3?1646896074,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Christoph Moning, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,6
