species_id,common_name,scientific_name,family,covered,coverage_tier,primary_source,source_scope,source_recording_id,source_url,audio_url,license_name,license_url,quality,recordist,sound_type,commercial_allowed,derivatives_allowed,requires_share_alike,manual_qc_required,confidence,notes,candidate_count
379,Common Gull,Larus canus,"Gulls, Terns, and Skimmers (Laridae)",yes,strict_safe_ab,xeno-canto,global,XC898207,https://xeno-canto.org/898207,https://xeno-canto.org/898207/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jochem verweij,"call, flight call",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,8
402,Common Loon,Gavia immer,Loons (Gaviidae),yes,strict_safe_ab,xeno-canto,americas,XC139387,https://xeno-canto.org/139387,https://xeno-canto.org/139387/download,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,B,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,3
68,Common Merganser,Mergus merganser,"Ducks, Geese, and Swans (Anatidae)",yes,strict_safe_ab,xeno-canto,global,XC513502,https://xeno-canto.org/513502,https://xeno-canto.org/513502/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Pascal Christe,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
313,Common Murre,Uria aalge,"Auks, Murres, and Puffins (Alcidae)",yes,strict_safe_ab,xeno-canto,global,XC1041354,https://xeno-canto.org/1041354,https://xeno-canto.org/1041354/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Sonothèque ADVL,call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
843,Common Myna,Acridotheres tristis,Starlings (Sturnidae),yes,strict_safe_ab,xeno-canto,global,XC1003188,https://xeno-canto.org/1003188,https://xeno-canto.org/1003188/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Ujjal Kishor De,"call, song",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,27
143,Common Nighthawk,Chordeiles minor,Goatsuckers (Caprimulgidae),yes,strict_safe_any_quality,xeno-canto,americas,XC484751,https://xeno-canto.org/484751,https://xeno-canto.org/484751/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,D,Oliver Komar,flight call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
145,Common Pauraque,Nyctidromus albicollis,Goatsuckers (Caprimulgidae),yes,strict_safe_ab,xeno-canto,americas,XC996858,https://xeno-canto.org/996858,https://xeno-canto.org/996858/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Rosa Elena Albornoz @rosaelena_naturaleza,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,11
46,Common Pochard,Aythya ferina,"Ducks, Geese, and Swans (Anatidae)",yes,strict_safe_ab,xeno-canto,global,XC918474,https://xeno-canto.org/918474,https://xeno-canto.org/918474/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Sonothèque ADVL,"call, whistle",yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,5
146,Common Poorwill,Phalaenoptilus nuttallii,Goatsuckers (Caprimulgidae),yes,strict_safe_public_domain,National Park Service,official public-domain page,,https://www.nps.gov/subjects/sound/gallery.htm,,Public domain / NPS credit requested,https://www.nps.gov/subjects/sound/gallery.htm,official,National Park Service,bird sound,yes,yes,no,no,high,Official NPS public-domain sound listing; exact/common-name normalized match.,1
740,Common Raven,Corvus corax,Jays and Crows (Corvidae),yes,strict_safe_ab,xeno-canto,americas,XC922424,https://xeno-canto.org/922424,https://xeno-canto.org/922424/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Doug Hynes,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,7
300,Common Redshank,Tringa totanus,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_ab,xeno-canto,global,XC803766,https://xeno-canto.org/803766,https://xeno-canto.org/803766/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Grégoire Chauvot,,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,16
893,Common Redstart,Phoenicurus phoenicurus,Old World Flycatchers (Muscicapidae),yes,strict_safe_ab,xeno-canto,global,XC990650,https://xeno-canto.org/990650,https://xeno-canto.org/990650/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,B,Philippe_Grange,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,11
225,Common Ringed Plover,Charadrius hiaticula,Lapwings and Plovers (Charadriidae),yes,strict_safe_ab,xeno-canto,global,XC897533,https://xeno-canto.org/897533,https://xeno-canto.org/897533/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Jochem verweij,"call, song",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,18
926,Common Rosefinch,Carpodacus erythrinus,Fringilline and Cardueline Finches and Allies (Fringillidae),yes,strict_safe_ab,xeno-canto,global,XC1105586,https://xeno-canto.org/1105586,https://xeno-canto.org/1105586/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Kevin Guille,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,6
289,Common Sandpiper,Actitis hypoleucos,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_ab,xeno-canto,global,XC901773,https://xeno-canto.org/901773,https://xeno-canto.org/901773/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jochem verweij,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,36
60,Common Scoter,Melanitta nigra,"Ducks, Geese, and Swans (Anatidae)",yes,strict_safe_any_quality,xeno-canto,global,XC776731,https://xeno-canto.org/776731,https://xeno-canto.org/776731/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,C,Sonothèque ADVL,call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,10
22,Common Shelduck,Tadorna tadorna,"Ducks, Geese, and Swans (Anatidae)",yes,strict_safe_ab,xeno-canto,global,XC466466,https://xeno-canto.org/466466,https://xeno-canto.org/466466/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Pascal Christe,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,9
286,Common Snipe,Gallinago gallinago,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_ab,xeno-canto,global,XC1105609,https://xeno-canto.org/1105609,https://xeno-canto.org/1105609/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Kevin Guille,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,19
158,Common Swift,Apus apus,Swifts (Apodidae),yes,strict_safe_ab,xeno-canto,global,XC816518,https://xeno-canto.org/816518,https://xeno-canto.org/816518/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Pascal Christe,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,8
354,Common Tern,Sterna hirundo,"Gulls, Terns, and Skimmers (Laridae)",yes,strict_safe_ab,xeno-canto,americas,XC1031782,https://xeno-canto.org/1031782,https://xeno-canto.org/1031782/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Doug Hynes,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
907,Common Waxbill,Estrilda astrild,Waxbills (Estrildidae),yes,strict_safe_ab,xeno-canto,global,XC431984,https://xeno-canto.org/431984,https://xeno-canto.org/431984/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Joost van Bruggen,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
130,Common Wood-Pigeon (Wood Pigeon),Columba palumbus,Pigeons and Doves (Columbidae),yes,strict_safe_ab,xeno-canto,global,XC561877,https://xeno-canto.org/561877,https://xeno-canto.org/561877/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Benoît Van Hecke,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,9
1099,Common Yellowthroat,Geothlypis trichas,Wood-Warblers (Parulidae),yes,strict_safe_ab,xeno-canto,americas,XC137738,https://xeno-canto.org/137738,https://xeno-canto.org/137738/download,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,A,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,12
1094,Connecticut Warbler,Oporornis agilis,Wood-Warblers (Parulidae),yes,strict_safe_ab,xeno-canto,americas,XC147721,https://xeno-canto.org/147721,https://xeno-canto.org/147721/download,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,B,Peter Wilton,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
449,Cook's Petrel,Pterodroma cookii,Shearwaters and Petrels (Procellariidae),no,missing,,,,,,,,,,,,,,,,,0
534,Cooper's Hawk,Astur cooperii,"Hawks, Kites, Eagles, and Allies (Accipitridae)",yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,23927955,https://commons.wikimedia.org/wiki/File:Accipiter_cooperii_-_Cooper%27s_Hawk_-_XC83153.ogg,https://upload.wikimedia.org/wikipedia/commons/2/22/Accipiter_cooperii_-_Cooper%27s_Hawk_-_XC83153.ogg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,metadata exact,Jonathon Jongsma,bird sound,yes,yes,yes,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,8
199,Corn Crake,Crex crex,"Rails, Gallinules, and Coots (Rallidae)",yes,strict_safe_ab,xeno-canto,global,XC1083485,https://xeno-canto.org/1083485,https://xeno-canto.org/1083485/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Robert Petersen,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,12
458,Cory's Shearwater,Calonectris borealis,Shearwaters and Petrels (Procellariidae),yes,strict_safe_ab,xeno-canto,global,XC1007990,https://xeno-canto.org/1007990,https://xeno-canto.org/1007990/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Lionel TRIBOULIN,alarm call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,5
173,Costa's Hummingbird,Calypte costae,Hummingbirds (Trochilidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 324986570 / sound 1686670,https://www.inaturalist.org/observations/324986570,https://static.inaturalist.org/sounds/1686670.wav?1762321797,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Russell Parsons, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,10
665,Couch's Kingbird,Tyrannus couchii,Tyrant Flycatchers (Tyrannidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 343986099 / sound 1814324,https://www.inaturalist.org/observations/343986099,https://static.inaturalist.org/sounds/1814324.wav?1774017315,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Rodolfo Salinas Villarreal, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,38
544,Crane Hawk,Geranospiza caerulescens,"Hawks, Kites, Eagles, and Allies (Accipitridae)",yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 127860240 / sound 507257,https://www.inaturalist.org/observations/127860240,https://static.inaturalist.org/sounds/507257.wav?1658780258,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Jennifer Rycenga, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,2
324,Craveri's Murrelet,Synthliboramphus craveri,"Auks, Murres, and Puffins (Alcidae)",no,missing,,,,,,,,,,,,,,,,,0
1087,Crescent-chested Warbler,Oreothlypis superciliosa,Wood-Warblers (Parulidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 159201043 / sound 677424,https://www.inaturalist.org/observations/159201043,https://static.inaturalist.org/sounds/677424.wav?1683045061,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Grete Pasch, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,2
330,Crested Auklet,Aethia cristatella,"Auks, Murres, and Puffins (Alcidae)",no,missing,,,,,,,,,,,,,,,,,0
618,Crested Caracara,Caracara plancus,Caracaras and Falcons (Falconidae),yes,strict_safe_any_quality,xeno-canto,americas,XC497349,https://xeno-canto.org/497349,https://xeno-canto.org/497349/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,D,Oliver Komar,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
844,Crested Myna (1969-2003),Acridotheres cristatellus,Starlings (Sturnidae),no,missing,,,,,,,,,,,,,,,,,0
1139,Crimson-collared Grosbeak,Periporphyrus celaeno,"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 204637674 / sound 946377,https://www.inaturalist.org/observations/204637674,https://static.inaturalist.org/sounds/946377.wav?1711837438,CC0,https://creativecommons.org/publicdomain/zero/1.0/,research-grade,no rights reserved,bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,4
838,Crissal Thrasher,Toxostoma crissale,Mockingbirds and Thrashers (Mimidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 272131547 / sound 1388085,https://www.inaturalist.org/observations/272131547,https://static.inaturalist.org/sounds/1388085.m4a?1745296362,CC0,https://creativecommons.org/publicdomain/zero/1.0/,research-grade,no rights reserved,bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,10
663,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus,Tyrant Flycatchers (Tyrannidae),no,missing,,,,,,,,,,,,,,,,,0
776,Cuban Martin,Progne cryptoleuca,Swallows (Hirundinidae),no,missing,,,,,,,,,,,,,,,,,0
679,Cuban Pewee,Contopus caribaeus,Tyrant Flycatchers (Tyrannidae),no,missing,,,,,,,,,,,,,,,,,0
698,Cuban Vireo,Vireo gundlachii,Vireos (Vireonidae),no,missing,,,,,,,,,,,,,,,,,0
262,Curlew Sandpiper,Calidris ferruginea,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_ab,xeno-canto,global,XC1041162,https://xeno-canto.org/1041162,https://xeno-canto.org/1041162/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,B,Sonothèque ADVL,nocturnal flight call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
832,Curve-billed Thrasher,Toxostoma curvirostre,Mockingbirds and Thrashers (Mimidae),yes,candidate_safe_research_grade,iNaturalist,research-grade exact taxon sound,iNat observation 335219061 / sound 1744494,https://www.inaturalist.org/observations/335219061,https://static.inaturalist.org/sounds/1744494.mp3?1768748360,CC-BY,https://creativecommons.org/licenses/by/4.0/,research-grade,"(c) Guy Babineau, some rights reserved (CC BY)",bird sound,yes,yes,no,yes,candidate,License-safe iNaturalist research-grade observation with exact taxon match; listen before shipping.,30
138,Dark-billed Cuckoo,Coccyzus melacoryphus,"Cuckoos, Roadrunners, and Anis (Cuculidae)",no,missing,,,,,,,,,,,,,,,,,0
1022,Dark-eyed Junco,Junco hyemalis,Towhees and Sparrows (Passerellidae),yes,strict_safe_ab,xeno-canto,americas,XC797245,https://xeno-canto.org/797245,https://xeno-canto.org/797245/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,steve,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,18
882,Dark-sided Flycatcher,Muscicapa sibirica,Old World Flycatchers (Muscicapidae),no,missing,,,,,,,,,,,,,,,,,0
447,Desertas (Feaâs) Petrel,Pterodroma deserta (feae),Shearwaters and Petrels (Procellariidae),no,missing,,,,,,,,,,,,,,,,,0
1151,Dickcissel,Spiza americana,"Cardinals, Piranga Tanagers and Allies (Cardinalidae)",yes,strict_safe_ab,xeno-canto,americas,XC903275,https://xeno-canto.org/903275,https://xeno-canto.org/903275/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,steve,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,13
491,Double-crested Cormorant,Nannopterum auritum,Cormorants (Phalacrocoracidae),yes,strict_safe_ab,xeno-canto,americas,XC177731,https://xeno-canto.org/177731,https://xeno-canto.org/177731/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Jonathon Jongsma,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,3
212,Double-striped Thick-knee,Hesperoburhinus bistriatus,Thick-knees (Burhinidae),no,missing,,,,,,,,,,,,,,,,,0
530,Double-toothed Kite,Harpagus bidentatus,"Hawks, Kites, Eagles, and Allies (Accipitridae)",no,missing,,,,,,,,,,,,,,,,,0
312,Dovekie,Alle alle,"Auks, Murres, and Puffins (Alcidae)",yes,strict_safe_any_quality,xeno-canto,global,XC916046,https://xeno-canto.org/916046,https://xeno-canto.org/916046/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,C,steve,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
606,Downy Woodpecker,Dryobates pubescens,Woodpeckers and Allies (Picidae),yes,strict_safe_ab,xeno-canto,americas,XC320358,https://xeno-canto.org/320358,https://xeno-canto.org/320358/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jonathon Jongsma,call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,7
268,Dunlin,Calidris alpina,"Sandpipers, Phalaropes, and Allies (Scolopacidae)",yes,strict_safe_ab,xeno-canto,americas,XC566009,https://xeno-canto.org/566009,https://xeno-canto.org/566009/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Doug Hynes,"call, song",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
687,Dusky Flycatcher,Empidonax oberholseri,Tyrant Flycatchers (Tyrannidae),yes,strict_safe_ab,xeno-canto,americas,XC104535,https://xeno-canto.org/104535,https://xeno-canto.org/104535/download,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,B,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
87,Dusky Grouse,Dendragapus obscurus,"Partridges, Grouse, Turkeys, and Old World Quail (Phasianidae)",no,missing,,,,,,,,,,,,,,,,,0
867,Dusky Thrush,Turdus eunomus,Thrushes (Turdidae),no,missing,,,,,,,,,,,,,,,,,0
786,Dusky Warbler,Phylloscopus fuscatus,Leaf Warblers (Phylloscopidae),yes,strict_safe_ab,xeno-canto,global,XC1056544,https://xeno-canto.org/1056544,https://xeno-canto.org/1056544/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Sonothèque ADVL,call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,4
652,Dusky-capped Flycatcher,Myiarchus tuberculifer,Tyrant Flycatchers (Tyrannidae),yes,strict_safe_ab,xeno-canto,americas,XC912388,https://xeno-canto.org/912388,https://xeno-canto.org/912388/download,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,A,JUAN ANTONIO ALONSO DE JUAN,song,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,18
107,Eared Grebe,Podiceps nigricollis,Grebes (Podicipedidae),yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,167891,https://commons.wikimedia.org/wiki/File:Nl-geoorde_fuut.ogg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Nl-geoorde_fuut.ogg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,metadata exact,GerardM,bird sound,yes,yes,yes,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,1
586,Eared Quetzal,Euptilotis neoxenus,Trogons (Trogonidae),no,missing,,,,,,,,,,,,,,,,,0
846,Eastern Bluebird,Sialia sialis,Thrushes (Turdidae),yes,strict_safe_ab,xeno-canto,americas,XC179669,https://xeno-canto.org/179669,https://xeno-canto.org/179669/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jonathon Jongsma,"call, song",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,5
518,Eastern Cattle-Egret,Ardea coromanda,"Bitterns, Herons, and Allies (Ardeidae)",no,missing,,,,,,,,,,,,,,,,,0
669,Eastern Kingbird,Tyrannus tyrannus,Tyrant Flycatchers (Tyrannidae),yes,strict_safe_ab,xeno-canto,americas,XC134875,https://xeno-canto.org/134875,https://xeno-canto.org/134875/download,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,A,Jonathon Jongsma,"call, song",yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,7
1053,Eastern Meadowlark,Sturnella magna,Blackbirds (Icteridae),yes,strict_safe_ab,xeno-canto,americas,XC320486,https://xeno-canto.org/320486,https://xeno-canto.org/320486/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,7
692,Eastern Phoebe,Sayornis phoebe,Tyrant Flycatchers (Tyrannidae),yes,strict_safe_ab,xeno-canto,americas,XC178126,https://xeno-canto.org/178126,https://xeno-canto.org/178126/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,5
567,Eastern Screech-Owl,Megascops asio,Typical Owls (Strigidae),yes,strict_safe_ab,xeno-canto,americas,XC1058584,https://xeno-canto.org/1058584,https://xeno-canto.org/1058584/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,B,nocoastkyle,subsong,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,3
36,Eastern Spot-billed Duck,Anas zonorhyncha,"Ducks, Geese, and Swans (Anatidae)",no,missing,,,,,,,,,,,,,,,,,0
1047,Eastern Towhee,Pipilo erythrophthalmus,Towhees and Sparrows (Passerellidae),yes,strict_safe_ab,xeno-canto,americas,XC320489,https://xeno-canto.org/320489,https://xeno-canto.org/320489/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,13
708,Eastern Warbling-Vireo,Vireo gilvus,Vireos (Vireonidae),yes,strict_safe_ab,xeno-canto,americas,XC102969,https://xeno-canto.org/102969,https://xeno-canto.org/102969/download,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,A,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,7
149,Eastern Whip-poor-will,Antrostomus vociferus,Goatsuckers (Caprimulgidae),yes,strict_safe_ab,xeno-canto,americas,XC905500,https://xeno-canto.org/905500,https://xeno-canto.org/905500/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,steve,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,7
678,Eastern Wood-Pewee,Contopus virens,Tyrant Flycatchers (Tyrannidae),yes,strict_safe_ab,xeno-canto,americas,XC136047,https://xeno-canto.org/136047,https://xeno-canto.org/136047/download,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,A,Jonathon Jongsma,song,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,5
911,Eastern Yellow Wagtail,Motacilla tschutschensis,Wagtails and Pipits (Motacillidae),yes,strict_safe_ab,xeno-canto,global,XC930657,https://xeno-canto.org/930657,https://xeno-canto.org/930657/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,B,Jochem Verweij,flight call,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,2
21,Egyptian Goose,Alopochen aegyptiaca,"Ducks, Geese, and Swans (Anatidae)",yes,strict_safe_ab,xeno-canto,global,XC918822,https://xeno-canto.org/918822,https://xeno-canto.org/918822/download,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,A,Sonothèque ADVL,flight call,yes,yes,no,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,3
360,Elegant Tern,Thalasseus elegans,"Gulls, Terns, and Skimmers (Laridae)",no,missing,,,,,,,,,,,,,,,,,0
585,Elegant Trogon,Trogon elegans,Trogons (Trogonidae),yes,strict_safe_ab,xeno-canto,americas,XC1005233,https://xeno-canto.org/1005233,https://xeno-canto.org/1005233/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Ryan Douglas,,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,1
573,Elf Owl,Micrathene whitneyi,Typical Owls (Strigidae),yes,strict_safe_ab,xeno-canto,americas,XC1005246,https://xeno-canto.org/1005246,https://xeno-canto.org/1005246/download,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,A,Ryan Douglas,,yes,yes,yes,no,high,Exact scientific-name match from Xeno-canto with commercial-safe Creative Commons license.,5
3,Emperor Goose,Anser canagicus,"Ducks, Geese, and Swans (Anatidae)",yes,strict_safe_commons_exact,Wikimedia Commons,exact scientific-name audio search,61390670,https://commons.wikimedia.org/wiki/File:De-Kaisergans.ogg,https://upload.wikimedia.org/wikipedia/commons/2/22/De-Kaisergans.ogg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,metadata exact,Jeuwre,bird sound,yes,yes,yes,no,medium-high,Commons audio result with exact scientific-name match and commercial-safe license metadata.,1
